TITULO;IMPACTO;TIEMPO_SOLUCION
Descripción General: Se requiere renovación de permisos para realizar cargue de la información contable, usuario: JVALENCIAA BD: BDOP01 Aplicación: PEOPLESOFT ambiente: PRODUCCION Servidor: lpbog4i - lpbog5i IP: 10.120.2.250 - 10.120.2.158 Tiempo (Vigencia): 5 Días Datos enmascarados: NO Tipo de persona: Funcionario Código empleado O Cedula: 1130602472   Nombre: Jhonatan Valencia Ayobi Perfil: ANALISTA DE SOPORTE CONTABLE Vigencia: 5 díaS Fin de la vigencia: 06/08/2024   Permisos: INSERT Tipo objetos : TABLAS esquema : SYSADM Objeto: TODOS  Roles (Si los conoce): NA;Baja;30
Descripción General: Se requieren permisos para atender cierre y los temas urgentes usuario: AFPINZON BD: OPCBSP Aplicación: FLEXCUBE ambiente: PRODUCCION Tiempo (Vigencia): 5 Días Datos enmascarados: NO Tipo de persona: Proveedor Código empleado O Cedula: 1221978010  Nombre: Andres Felipe Pinzon Baldio Perfil: Proveedor Sophos Vigencia: 5 días Fin de la vigencia: 05/08/2024   Permisos: SELECT, DML Tipo objetos : TABLAS esquema : FCJADM, FCJADM_PR y ADMFCA Objeto: TODOS  Permisos: EXECUTE Tipo objetos : FUNCTION, PROCEDURE, PACKAGE, PACKAGE BODY, TRIGGER, SEQUENCE, SYNONYM, VIEW esquema : FCJADM, FCJADM_PR y ADMFCA Objeto: TODOS  Además asegurar que el usuario tenga: 1. Permisos DML para las siguientes tablas:   plsql_profiler_runs   plsql_profiler_data   plsql_profiler_units  2. Permiso de Execute, DML, Select sobre los objetos nuevos de los esquemas (FCJADM, FCJADM_PR y ADMFCA)  3. Permiso de execute dbms_scheduler paquete y crear los Jobs.  4. Permisos de select y Execute sobre los objetos: dba_% all_% user_% gv$% v$% dbms_%  5. Permisos por Create DBA Jobs. (Importante)  6. Permiso de execute DBMS_PROFILER  7. Permisos de EXECUTE sobre DBMS_LOCK  8. Permisos de EXECUTE DBMS_MONITOR  Roles (Si los conoce): NA Justificación: Con el fin de atender procesos que fallen en el fin de dia y temas urgentes se requieren estos permisos;Baja;30
"Se solicitan los siguientes permisos para MONITOR-PRODUCCION.  Tipo de usuario:	Base de datos Ambiente:	Producción Aplicación:	MONITOR Servidor: 	XSTABOG15-235 Información enmascarada en el ambiente?	NO Tipo de persona:	Funcionario Cédula:	1233892612 Código de empleado:	96663 Usuario:	SJAIMES Nombre:	Sergio Andres Jaimes Gonzalez Perfil:	'- Permisos especiales: Permisos de: Delete, Update Instancia SPCUMPLIMIENTO sobre MONITOR TABLAS: vwformxuser, VWLOGPROCEDURE, VWCHECKPOINT, vwlogprcd, VWPROCEDURES00012, tucontrolwfcliente. Vigencia (días):1	 días hábiles Fecha de vigencia: 30/07/2024 Justificación: IM1179838: Se ejecutara Script enviado por el proveedor Plus TI para dar cierre a la alerta ""74072"", ya que esta se ecuentra en un ciclo el cual se esta repitiendo 7.000 veces en la ba ses de datos de MONITOR cumplimiento se requiere un reinicio de la alerta  para evitar que siga en blucle. Este cambio esta sujeto al IM1179838. Controles compensatorios:	No aplica.";Baja;30
Descripción General: Se requiere renovación de permisos para realizar cargue de la información contable, usuario: JMEJIAD BD: BDOP01 Aplicación: PEOPLESOFT ambiente: PRODUCCION Servidor: lpbog4i - lpbog5i IP: 10.120.2.250 - 10.120.2.158 Tiempo (Vigencia): 5 Días Datos enmascarados: NO Tipo de persona: Funcionario Código empleado O Cedula: 1122399722   Nombre: JOSE EDUARDO MEJIA DIAZ Perfil: JEFE DE CONTROL SAP Vigencia: 5 díaS Fin de la vigencia: 07/08/2024   Permisos: INSERT Tipo objetos : TABLAS esquema : SYSADM Objeto: TODOS  Roles (Si los conoce): NA;Baja;30
Descripción General: Se requieren permisos para atender cierre y los temas urgentes usuario: GPRASAD BD: OPCBSP Aplicación: FLEXCUBE ambiente: PRODUCCION Tiempo (Vigencia): 5 Días Datos enmascarados: NO Tipo de persona: Proveedor Código empleado O Cedula: 638895  Nombre: Ganesh Prasad Das Perfil: Proveedor Sophos Vigencia: 5 días Fin de la vigencia: 02/08/2024  Permisos: SELECT, DML Tipo objetos : TABLAS esquema : FCJADM, FCJADM_PR y ADMFCA Objeto: TODOS  Permisos: EXECUTE Tipo objetos : FUNCTION, PROCEDURE, PACKAGE, PACKAGE BODY, TRIGGER, SEQUENCE, SYNONYM, VIEW esquema : FCJADM, FCJADM_PR y ADMFCA Objeto: TODOS  Además asegurar que el usuario tenga: 1. Permisos DML para las siguientes tablas:   plsql_profiler_runs   plsql_profiler_data   plsql_profiler_units  2. Permiso de Execute, DML, Select sobre los objetos nuevos de los esquemas (FCJADM, FCJADM_PR y ADMFCA)  3. Permiso de execute dbms_scheduler paquete y crear los Jobs.  4. Permisos de select y Execute sobre los objetos: dba_% all_% user_% gv$% v$% dbms_%  5. Permisos por Create DBA Jobs. (Importante)  6. Permiso de execute DBMS_PROFILER  7. Permisos de EXECUTE sobre DBMS_LOCK  8. Permisos de EXECUTE DBMS_MONITOR  Roles (Si los conoce): NA Justificación: Con el fin de atender procesos que fallen en el fin de dia y temas urgentes se requieren estos permisos;Baja;30
Solicitud de permisos para ejecutar Script sobre la BD OPACE, para el control de cambios para proyecto ESB 10 Produccion Nombre completo del funcionario que va a ejercer la tarea: Maria Jackeline Espinosa Paez Usuario de red: MJESPINOSA Dias que se solicitan los permisos : 5 dias Código de empleado:	N/A Base de datos y aplicativo al cual debe ingresar: BASE DE DATOS:OPACE ESQUEMA:ADMESB  TABLAS:TODAS Permisos que requiere tener sobre la Base de Datos: Select,Modificar, Eliminar, insertar Justificación de la solicitud: ejecutar Script sobre la BD OPACE  para proyecto ESB 10 Produccion Se adjuntan insert a ejecutar en la BD;Baja;30
Nombre completo del funcionario que va a ejercer la tarea: Andres Mauricio Vanegas Riascos Usuario de red: amvanegas Dias que se solicitan los permisos : 3 horas Código de empleado: 90029326 Base de datos y aplicativo al cual debe ingresar: BOAC Permisos que requiere tener sobre la Base de Datos: Update Admin_AC Justificación de la solicitud: Se requiere permisos de update para actualizar el campo NUMBEREXECTODAY de la tabla ADMIN_AC.BOCPARAMBATCH, quien lleva la cuenta de las cantidades de veces que se ejecuto el proceso del archivo A244.;Baja;30
Descripción General: Se requieren permisos para atender cierre y los temas urgentes usuario: AKUMAR BD: OPCBSP Aplicación: FLEXCUBE ambiente: PRODUCCION Tiempo (Vigencia): 5 Días Datos enmascarados: NO Tipo de persona: Proveedor Código empleado O Cedula: 1062494  Nombre: Akshay Kumar Perfil: Proveedor Sophos Vigencia: 5 días Fin de la vigencia: 02/08/2024  Permisos: SELECT, DML Tipo objetos : TABLAS esquema : FCJADM, FCJADM_PR y ADMFCA Objeto: TODOS  Permisos: EXECUTE Tipo objetos : FUNCTION, PROCEDURE, PACKAGE, PACKAGE BODY, TRIGGER, SEQUENCE, SYNONYM, VIEW esquema : FCJADM, FCJADM_PR y ADMFCA Objeto: TODOS  Además asegurar que el usuario tenga: 1. Permisos DML para las siguientes tablas:   plsql_profiler_runs   plsql_profiler_data   plsql_profiler_units  2. Permiso de Execute, DML, Select sobre los objetos nuevos de los esquemas (FCJADM, FCJADM_PR y ADMFCA)  3. Permisos para crear jobs(execute sobre la DBM_SCHEDULER) (IMPORTANTE! de manera directa al usuario)  4. Permisos de select y Execute sobre los objetos: dba_% all_% user_% gv$% v$% dbms_%  5. Permisos por Create DBA Jobs. (Importante)  Roles (Si los conoce): NA Justificación: Con el fin de atender procesos que fallen en el fin de dia y temas urgentes se requieren estos permisos  6. Permiso de execute DBMS_PROFILER;Baja;30
Se solicitan permisos para los siguientes 2 usuarios (NACASTILLO y NBERMUDEZ) con el fin de ejecutar los scripts que vienen del cierre del SARC Desde el día el 04 de Agosto del 2024 para los siguientes 2 usuarios: Se solicitan permisos para los siguientes 2 usuarios (NACASTILLO y NBERMUDEZ) para cierre del SARC. Por favor asignar al chapter backend Soluciones de Datos  Tipo de usuario:  Base de datos Ambiente:  Producción Aplicación:  SARC Servidor:   LPBOG38V Información enmascarada en el ambiente?  NO Tipo de persona:  Funcionario Cédula:  1010237254 Código de empleado: 96054 Usuario:   NBERMUDEZ Nombre:  Nicolás Andres Bermudez Angarita Permisos especiales:  insert, delete y updte a todas las tablas del SARC del esquema ADMSARC Vigencia (días):  5 días hábiles Fecha fin vigencia:  Desde 04 de Agosto hasta el 08 de Agosto del 2024 Justificación:  Dada la urgencia y que se requiere agilidad con el tema se pide usuario nombrado Controles compensatorios:  No aplica.  Tipo de usuario:  Base de datos Ambiente:  Producción Aplicación:  SARC Servidor:   LPBOG38V Información enmascarada en el ambiente?  NO Tipo de persona:  Funcionario Cédula:  1015474635 Código de empleado: 95906 Usuario:  NACASTILLO Nombre:  Nicolas Adolfo Castillo Bteancourt Permisos especiales:  insert, delete y updte a todas las tablas del sarc del esquema ADMSARC Vigencia (días):  5 días hábiles Fecha fin vigencia:   Desde 04 de Agosto hasta el 08 de Agosto del 2024 Justificación:  Dada la urgencia y que se requiere agilidad con el tema se pide usuario nombrado Controles compensatorios:  No aplica.;Baja;30
Base de datos: OPPRYCRE Tiempo: 6 Días Usuario: RDLOPEZ Nombre Funcionario: Ruben Dario Lopez Arias Código SAP: 90046019 PAQUETES PROCEDIMIENTOS FUNCIONES EXECUTE DEBUG PC, PC_PKG, HOMOLOGACION, NEGOCIO, CONFIGURACION, GU_ECONOMICO TABLAS, VISTAS DELETE INSERT, SELECT, UPDATE PC, PC, PKG, HOMOLOGACION, NEGOCIO, CONFIGURACION, GU_ECONOMICO SECUENCIAS SELECT PC, PC_PKG, HOMOLOGACION, NEGOCIO, CONFIGURACION, GU_ECONOMICO TIPOS EXECUTE PC, PC, PKG, HOMOLOGACION, NEGOCIO, CONFIGURACION, GU_ECONOMICO;Baja;30
Compilar el paquete PKGPROVISIONES en la base de datos OPSARC;Baja;30
Se requiere compilar el paquete PKGPROVISIONES en la base de datos OPSARC;Baja;30
Se requiere compilar el paquete adjunto en la base de datos OPSARC;Baja;30
Se solicitan los siguientes permisos:  Tipo de usuario: Base de datos Ambiente: Producción Aplicación: OPCART Esquema CARTERA,CONTABILIDAD,CUBOS Servidor: 10.120.26.24 Información enmascarada en el ambiente? NO Tipo de persona: Funcionario Cédula: 1144130985 Código de empleado: 73017  Usuario: RLEONR Nombre: Ruben Dario Leon Rivera  Perfil: -  Permisos especiales: INSERT, DELETE, SELECT, UPDATE, EXECUTE PARA EL ESQUEMA CARTERA,CONTABILIDAD y CUBOS PARA LA BD OPCART  Vigencia (días): 5 días (Habiles)  Fecha fin vigencia: Desde 30/07/2024 hasta 03/08/2024  Justificación: Atención de Soporte Nocturno de SISCAR CLIENTES;Baja;30
Descripción General: Se requieren permisos para atender cierre y los temas urgentes usuario: GPRASAD BD: OPCBSP Aplicación: FLEXCUBE ambiente: PRODUCCION Tiempo (Vigencia): 5 Días Datos enmascarados: NO Tipo de persona: Proveedor Código empleado O Cedula: 638895  Nombre: Ganesh Prasad Das Perfil: Proveedor Sophos Vigencia: 5 días Fin de la vigencia: 09/08/2024  Permisos: SELECT, DML Tipo objetos : TABLAS esquema : FCJADM, FCJADM_PR y ADMFCA Objeto: TODOS  Permisos: EXECUTE Tipo objetos : FUNCTION, PROCEDURE, PACKAGE, PACKAGE BODY, TRIGGER, SEQUENCE, SYNONYM, VIEW esquema : FCJADM, FCJADM_PR y ADMFCA Objeto: TODOS  Además asegurar que el usuario tenga: 1. Permisos DML para las siguientes tablas:   plsql_profiler_runs   plsql_profiler_data   plsql_profiler_units  2. Permiso de Execute, DML, Select sobre los objetos nuevos de los esquemas (FCJADM, FCJADM_PR y ADMFCA)  3. Permiso de execute dbms_scheduler paquete y crear los Jobs.  4. Permisos de select y Execute sobre los objetos: dba_% all_% user_% gv$% v$% dbms_%  5. Permisos por Create DBA Jobs. (Importante)  6. Permiso de execute DBMS_PROFILER  7. Permisos de EXECUTE sobre DBMS_LOCK  8. Permisos de EXECUTE DBMS_MONITOR  Roles (Si los conoce): NA Justificación: Con el fin de atender procesos que fallen en el fin de dia y temas urgentes se requieren estos permisos;Baja;30
Descripción General: Se requieren permisos para atender cierre y los temas urgentes usuario: AFPINZON BD: OPCBSP Aplicación: FLEXCUBE ambiente: PRODUCCION Tiempo (Vigencia): 5 Días Datos enmascarados: NO Tipo de persona: Proveedor Código empleado O Cedula: 1221978010  Nombre: Andres Felipe Pinzon Baldio Perfil: Proveedor Sophos Vigencia: 5 días Fin de la vigencia: 09/08/2024   Permisos: SELECT, DML Tipo objetos : TABLAS esquema : FCJADM, FCJADM_PR y ADMFCA Objeto: TODOS  Permisos: EXECUTE Tipo objetos : FUNCTION, PROCEDURE, PACKAGE, PACKAGE BODY, TRIGGER, SEQUENCE, SYNONYM, VIEW esquema : FCJADM, FCJADM_PR y ADMFCA Objeto: TODOS  Además asegurar que el usuario tenga: 1. Permisos DML para las siguientes tablas:   plsql_profiler_runs   plsql_profiler_data   plsql_profiler_units  2. Permiso de Execute, DML, Select sobre los objetos nuevos de los esquemas (FCJADM, FCJADM_PR y ADMFCA)  3. Permiso de execute dbms_scheduler paquete y crear los Jobs.  4. Permisos de select y Execute sobre los objetos: dba_% all_% user_% gv$% v$% dbms_%  5. Permisos por Create DBA Jobs. (Importante)  6. Permiso de execute DBMS_PROFILER  7. Permisos de EXECUTE sobre DBMS_LOCK  8. Permisos de EXECUTE DBMS_MONITOR  Roles (Si los conoce): NA Justificación: Con el fin de atender procesos que fallen en el fin de dia y temas urgentes se requieren estos permisos;Baja;30
